Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,8,10,3,30,23.2,0,0,0,0,6.2,0,0,0,0,33.46,98.98,0.12,894,1.7,241,1.3,0,0
2006,8,10,4,30,22,0,0,0,0,6.8,0,0,0,0,37.43,109.6,0.12,895,1.7,254,1,0,0
2006,8,10,5,30,20.9,0,0,0,0,7.2,0,0,0,0,41.01,118.78,0.12,895,1.7,267,0.8,0,0
2006,8,10,6,30,19.9,0,0,0,0,7.8,0,0,0,0,45.44,125.77,0.12,896,1.7,276,0.7,0,0
2006,8,10,7,30,19.2,0,0,0,0,8.2,0,0,0,0,48.75,129.59,0.12,895,1.6,286,0.6,0,0
2006,8,10,8,30,18.7,0,0,0,0,8.4,0,0,0,0,51.05,129.52,0.12,895,1.6,304,0.6,0,0
2006,8,10,9,30,18.4,0,0,0,0,7.9,0,0,0,0,50.3,125.57,0.12,895,1.6,325,0.7,0,0
2006,8,10,10,30,18.3,0,0,0,0,6.8,0,0,0,0,47.01,118.49,0.12,895,1.7,341,0.7,0,0
2006,8,10,11,30,18.2,0,0,0,0,5.7,0,0,0,0,43.76,109.24,0.12,895,1.7,352,0.8,0,0
2006,8,10,12,30,18.5,0,0,0,0,4.7,0,0,0,0,40.15,98.59,0.12,895,1.7,180,0.7,0,0
2006,8,10,13,30,20.6,18,267,33,0,3.9,18,267,0,33,33.36,86.86,0.12,895,1.8,5,0.7,0,0
2006,8,10,14,30,24.1,50,652,219,0,3.5,50,652,0,219,26.15,74.94,0.12,895,1.8,136,0.6,10.7147,8.2352
2006,8,10,15,30,27.5,67,800,435,0,3.9,67,800,0,435,21.94,62.64,0.12,895,1.9,257,1.1,23.5897,18.3943
2006,8,10,16,30,30.2,79,877,639,0,5.8,79,877,0,639,21.51,50.31,0.12,895,1.9,243,1.9,36.873,28.9127
2006,8,10,17,30,31.7,88,919,809,0,7.3,88,919,0,809,21.92,38.33,0.12,895,1.9,236,2.4,48.32,37.9833
2006,8,10,18,30,32.7,94,939,928,0,8.2,94,939,0,928,21.93,27.48,0.12,895,2,231,2.9,56.4714,44.4444
2006,8,10,19,30,33.2,100,945,989,0,8.7,100,945,0,989,22.14,20.01,0.12,894,2,229,3.5,60.6782,47.7791
2006,8,10,20,30,33.3,104,936,983,0,9.2,104,936,0,983,22.68,20.22,0.12,894,2.1,229,4,60.2988,47.4798
2006,8,10,21,30,33,99,928,919,0,9.2,99,928,0,919,23.15,27.94,0.12,893,2.1,230,4.3,55.8893,43.9846
2006,8,10,22,30,32.3,96,897,794,0,9.1,96,897,0,794,23.87,38.88,0.12,893,2.1,230,4.4,47.3667,37.2308
2006,8,10,23,30,31.9,88,845,621,0,8.9,88,845,0,621,24.12,50.9,0.12,893,2.1,231,4.4,35.7546,28.0309
2006,8,11,0,30,29.8,75,758,416,0,8.7,75,758,0,416,26.86,63.24,0.12,893,2.1,230,3.9,22.4684,17.5125
2006,8,11,1,30,27.2,54,593,202,0,8.6,54,593,0,202,30.94,75.55,0.12,893,2,225,2.9,9.8315,7.548
2006,8,11,2,30,24.2,16,182,25,0,8.9,16,182,0,25,37.87,87.44,0.12,894,2,215,2.1,0,0
2006,8,11,3,30,22.1,0,0,0,1,9.7,0,0,0,0,45.21,99.2,0.12,895,2,207,1.7,0,0
2006,8,11,4,30,20.9,0,0,0,0,10.2,0,0,0,0,50.29,109.83,0.12,895,2,205,1.2,0,0
2006,8,11,5,30,20,0,0,0,0,10.3,0,0,0,0,53.77,119.05,0.12,896,2,216,0.8,0,0
2006,8,11,6,30,19.4,0,0,0,0,10.2,0,0,0,0,55.11,126.05,0.12,895,2,241,0.6,0,0
2006,8,11,7,30,18.9,0,0,0,0,9.7,0,0,0,0,55.02,129.89,0.12,895,2,279,0.5,0,0
2006,8,11,8,30,18.6,0,0,0,0,9.1,0,0,0,0,53.97,129.8,0.12,895,2,312,0.5,0,0
2006,8,11,9,30,18.1,0,0,0,1,8.7,0,0,0,0,54.11,125.82,0.12,894,2,322,0.5,0,0
2006,8,11,10,30,17.6,0,0,0,0,8.5,0,0,0,0,55.17,118.71,0.12,894,2.1,312,0.5,0,0
2006,8,11,11,30,17.1,0,0,0,0,8.5,0,0,0,0,56.9,109.43,0.12,894,2.1,287,0.5,0,0
2006,8,11,12,30,17,0,0,0,3,8.6,0,0,0,0,57.71,98.75,0.12,895,2,255,0.5,0,0
2006,8,11,13,30,18.3,18,229,30,3,8.8,18,9,7,18,53.73,86.99,0.12,895,2,233,0.8,0,0
2006,8,11,14,30,21.2,52,626,214,0,8.9,52,626,0,214,45.22,75.06,0.12,895,2,237,1.2,10.4591,8.037
2006,8,11,15,30,24.5,68,797,432,0,8,68,797,0,432,34.83,62.76,0.12,895,1.9,249,1.7,23.4083,18.2513
2006,8,11,16,30,27.2,79,876,637,0,6.8,79,876,0,637,27.46,50.44,0.12,895,1.9,253,2.2,36.7397,28.8071
2006,8,11,17,30,29.2,87,924,810,0,6.4,87,924,0,810,23.66,38.48,0.12,895,1.8,250,2.7,48.3639,38.017
2006,8,11,18,30,30.7,92,948,932,0,6.2,92,948,0,932,21.46,27.68,0.12,894,1.8,244,3.1,56.6997,44.6234
2006,8,11,19,30,31.5,95,958,994,0,6.2,95,958,0,994,20.55,20.28,0.12,894,1.8,237,3.6,60.9703,48.0084
2006,8,11,20,30,31.7,98,955,992,0,6.6,98,955,0,992,20.83,20.51,0.12,893,1.8,232,4,60.8349,47.9012
2006,8,11,21,30,31.3,97,942,928,0,6.9,97,942,0,928,21.73,28.19,0.12,893,1.7,229,4.3,56.4175,44.3994
2006,8,11,22,30,30.5,94,912,802,0,7,94,912,0,802,22.97,39.09,0.12,892,1.7,228,4.4,47.8214,37.5871
2006,8,11,23,30,30,86,861,627,0,7.2,86,861,0,627,23.88,51.09,0.12,892,1.7,228,4.4,36.0737,28.2794
2006,8,12,0,30,27.6,73,780,421,0,7.3,73,780,0,421,27.64,63.43,0.12,892,1.6,226,3.9,22.7088,17.6975
2006,8,12,1,30,25.1,52,611,203,0,7.4,52,611,0,203,32.23,75.74,0.12,892,1.6,219,3.2,9.8646,7.5708
2006,8,12,2,30,22.2,16,190,23,0,7.8,16,190,0,23,39.52,87.64,0.12,892,1.6,210,2.5,0,0
2006,8,12,3,30,20.1,0,0,0,0,8.8,0,0,0,0,48.06,99.42,0.12,893,1.6,205,2.1,0,0
2006,8,12,4,30,18.8,0,0,0,0,9.5,0,0,0,0,54.63,110.08,0.12,893,1.5,203,1.6,0,0
2006,8,12,5,30,17.8,0,0,0,0,9.9,0,0,0,0,59.77,119.31,0.12,893,1.5,208,1.2,0,0
2006,8,12,6,30,17.1,0,0,0,0,10.1,0,0,0,0,63.36,126.34,0.12,893,1.4,214,0.8,0,0
2006,8,12,7,30,16.6,0,0,0,0,10.1,0,0,0,0,65.31,130.19,0.12,893,1.4,217,0.6,0,0
2006,8,12,8,30,16.1,0,0,0,0,9.9,0,0,0,0,66.81,130.09,0.12,893,1.3,223,0.5,0,0
2006,8,12,9,30,15.6,0,0,0,0,9.8,0,0,0,0,68.19,126.08,0.12,892,1.2,229,0.5,0,0
2006,8,12,10,30,15.1,0,0,0,0,9.6,0,0,0,0,69.61,118.93,0.12,892,1.2,233,0.6,0,0
2006,8,12,11,30,14.7,0,0,0,0,9.5,0,0,0,0,70.94,109.61,0.12,892,1.1,235,0.6,0,0
2006,8,12,12,30,14.5,0,0,0,0,9.4,0,0,0,0,71.68,98.9,0.12,893,1.1,235,0.7,0,0
2006,8,12,13,30,15.9,18,231,30,0,9.4,18,231,0,30,65.24,87.12,0.12,893,1.1,236,0.9,0,0
2006,8,12,14,30,18.6,53,651,220,0,9.1,53,651,0,220,54.05,75.19,0.12,893,1,235,1.3,10.7403,8.2511
2006,8,12,15,30,21.5,79,790,439,0,8.3,79,790,0,439,42.7,62.88,0.12,893,1,225,1.8,23.7685,18.5306
2006,8,12,16,30,24.1,91,883,652,0,7.9,91,883,0,652,35.54,50.56,0.12,893,0.9,218,2.5,37.5879,29.4712
2006,8,12,17,30,26.3,99,933,828,0,7.2,99,933,0,828,29.74,38.62,0.12,893,0.9,218,3.2,49.4235,38.849
2006,8,12,18,30,27.7,99,968,954,0,6.7,99,968,0,954,26.45,27.87,0.12,893,0.9,218,3.7,58.0234,45.6644
2006,8,12,19,30,28.4,101,979,1018,0,6.6,101,979,0,1018,25.18,20.55,0.12,892,0.9,216,4.2,62.4271,49.1548
2006,8,12,20,30,28.6,101,980,1017,0,6.7,101,980,0,1017,25.1,20.81,0.12,892,0.9,216,4.5,62.3508,49.094
2006,8,12,21,30,28.4,95,971,949,0,6.7,95,971,0,949,25.46,28.44,0.12,891,0.9,217,4.6,57.6744,45.3875
2006,8,12,22,30,27.7,89,952,826,0,6.4,89,952,0,826,25.86,39.3,0.12,891,0.8,217,4.5,49.2291,38.6922
2006,8,12,23,30,27.3,80,907,648,0,5.9,80,907,0,648,25.58,51.28,0.12,891,0.8,217,4.5,37.2544,29.2033
2006,8,13,0,30,25,68,827,435,0,5.4,68,827,0,435,28.39,63.62,0.12,891,0.8,216,3.9,23.4331,18.2594
2006,8,13,1,30,22.3,50,668,212,0,5.3,50,668,0,212,33.02,75.93,0.12,891,0.7,214,3.1,10.2861,7.8915
2006,8,13,2,30,19.1,15,226,24,0,6.3,15,226,0,24,43.3,87.83,0.12,892,0.7,210,2.3,0,0
2006,8,13,3,30,17,0,0,0,0,7.7,0,0,0,0,54.44,99.64,0.12,892,0.7,209,1.6,0,0
2006,8,13,4,30,15.7,0,0,0,0,8.6,0,0,0,0,62.84,110.32,0.12,892,0.7,208,1,0,0
2006,8,13,5,30,14.9,0,0,0,0,9.1,0,0,0,0,68.34,119.59,0.12,892,0.7,201,0.7,0,0
2006,8,13,6,30,14.4,0,0,0,0,9.3,0,0,0,0,71.3,126.64,0.12,892,0.7,194,0.6,0,0
2006,8,13,7,30,14.1,0,0,0,0,9.3,0,0,0,0,72.64,130.49,0.12,892,0.7,194,0.5,0,0
2006,8,13,8,30,13.9,0,0,0,0,9.2,0,0,0,0,73.4,130.39,0.12,892,0.7,200,0.5,0,0
2006,8,13,9,30,13.6,0,0,0,0,9.1,0,0,0,0,74.48,126.34,0.12,892,0.7,206,0.5,0,0
2006,8,13,10,30,13.3,0,0,0,0,9,0,0,0,0,75.26,119.15,0.12,892,0.7,210,0.4,0,0
2006,8,13,11,30,13,0,0,0,0,8.8,0,0,0,0,75.88,109.8,0.12,892,0.7,208,0.4,0,0
2006,8,13,12,30,12.9,0,0,0,0,8.7,0,0,0,0,75.63,99.06,0.12,892,0.7,206,0.4,0,0
2006,8,13,13,30,14.2,17,267,30,0,8.6,17,267,0,30,69.18,87.25,0.12,893,0.7,208,0.5,0,0
2006,8,13,14,30,16.9,50,678,222,0,8.4,50,678,0,222,57.13,75.31,0.12,893,0.8,207,0.7,10.8268,8.3158
2006,8,13,15,30,20.2,68,834,446,0,7.9,68,834,0,446,45.01,63,0.12,894,0.8,198,1.1,24.128,18.8093
2006,8,13,16,30,23.7,78,915,658,0,5.9,78,915,0,658,31.73,50.69,0.12,893,0.8,188,1.8,37.9152,29.7266
2006,8,13,17,30,26.2,85,961,835,0,4.4,85,961,0,835,24.67,38.77,0.12,893,0.8,185,2.4,49.8248,39.1636
2006,8,13,18,30,28,89,988,960,0,4,89,988,0,960,21.57,28.07,0.12,893,0.8,189,3,58.3725,45.9384
2006,8,13,19,30,28.9,92,997,1024,0,3.9,92,997,0,1024,20.36,20.83,0.12,892,0.8,194,3.5,62.7788,49.4309
2006,8,13,20,30,29.2,93,996,1022,0,4.2,93,996,0,1022,20.32,21.11,0.12,892,0.8,201,4,62.6397,49.3206
2006,8,13,21,30,28.9,91,983,953,0,4.2,91,983,0,953,20.8,28.69,0.12,892,0.8,206,4.3,57.8973,45.562
2006,8,13,22,30,28,87,957,825,0,4.1,87,957,0,825,21.66,39.52,0.12,892,0.8,208,4.4,49.1448,38.6247
2006,8,13,23,30,27.5,79,911,646,0,3.9,79,911,0,646,22.01,51.48,0.12,892,0.8,209,4.4,37.1104,29.0886
2006,8,14,0,30,24.9,66,839,436,0,3.8,66,839,0,436,25.48,63.82,0.12,892,0.7,210,3.8,23.4542,18.2731
2006,8,14,1,30,22.1,48,677,210,0,3.9,48,677,0,210,30.42,76.13,0.12,893,0.7,212,2.9,10.1729,7.8018
2006,8,14,2,30,18.8,14,239,22,0,5,14,239,0,22,40.21,88.03,0.12,893,0.7,215,2,0,0
2006,8,14,3,30,16.5,0,0,0,0,6.7,0,0,0,0,52.2,99.87,0.12,894,0.7,215,1.4,0,0
2006,8,14,4,30,15.2,0,0,0,0,7.8,0,0,0,0,61.14,110.57,0.12,894,0.7,210,0.9,0,0
2006,8,14,5,30,14.3,0,0,0,0,8.3,0,0,0,0,67.43,119.86,0.12,895,0.7,201,0.7,0,0
2006,8,14,6,30,13.7,0,0,0,0,8.6,0,0,0,0,71.52,126.94,0.12,895,0.7,194,0.7,0,0
2006,8,14,7,30,13.2,0,0,0,0,8.8,0,0,0,0,74.91,130.8,0.12,895,0.7,190,0.6,0,0
2006,8,14,8,30,12.8,0,0,0,0,9,0,0,0,0,77.51,130.68,0.12,895,0.8,191,0.6,0,0
2006,8,14,9,30,12.5,0,0,0,0,9.1,0,0,0,0,79.61,126.61,0.12,894,0.8,195,0.6,0,0
2006,8,14,10,30,12.4,0,0,0,0,9.2,0,0,0,0,80.83,119.38,0.12,894,0.8,202,0.5,0,0
2006,8,14,11,30,12.3,0,0,0,0,9.2,0,0,0,0,81.53,109.99,0.12,894,0.8,210,0.4,0,0
2006,8,14,12,30,12.4,0,0,0,0,9.2,0,0,0,0,80.94,99.22,0.12,895,0.8,220,0.4,0,0
2006,8,14,13,30,13.7,17,249,28,0,9.3,17,249,0,28,74.51,87.38,0.12,895,0.8,227,0.6,0,0
2006,8,14,14,30,16.2,51,668,219,1,9.4,51,668,0,219,63.99,75.44,0.12,896,0.8,222,1,10.6687,8.1924
2006,8,14,15,30,19.3,78,805,442,0,8.8,78,805,0,442,50.55,63.12,0.12,896,0.7,209,1.6,23.8922,18.6239
2006,8,14,16,30,22.3,89,897,655,0,6.9,89,897,0,655,36.9,50.82,0.12,896,0.7,198,2.3,37.7237,29.5753
2006,8,14,17,30,24.7,95,950,834,0,5.8,95,950,0,834,29.76,38.93,0.12,896,0.7,194,2.8,49.7473,39.1018
2006,8,14,18,30,26.5,97,980,961,0,4.8,97,980,0,961,24.92,28.28,0.12,895,0.7,196,3.3,58.4165,45.9722
2006,8,14,19,30,27.6,99,988,1020,0,4.6,99,988,0,1020,23.01,21.11,0.12,895,0.8,200,3.8,62.5171,49.2241
2006,8,14,20,30,28.1,98,988,1018,0,4.2,98,988,0,1018,21.69,21.42,0.12,894,0.8,204,4.1,62.3761,49.1122
2006,8,14,21,30,28,90,984,951,0,3.8,90,984,0,951,21.21,28.95,0.12,894,0.8,207,4.3,57.7547,45.4487
2006,8,14,22,30,27.2,86,963,826,0,3.6,86,963,0,826,21.95,39.74,0.12,894,0.7,210,4.4,49.1794,38.6505
2006,8,14,23,30,26.8,78,916,646,0,3.5,78,916,0,646,22.28,51.69,0.12,893,0.7,211,4.4,37.0796,29.0626
2006,8,15,0,30,24.1,65,839,433,0,3.6,65,839,0,433,26.32,64.02,0.12,894,0.7,211,4,23.26,18.1191
2006,8,15,1,30,21.2,47,671,206,0,4.1,47,671,0,206,32.47,76.34,0.12,894,0.7,211,3.3,9.963,7.6378
2006,8,15,2,30,17.9,13,216,20,0,5.5,13,216,0,20,44.15,88.23,0.12,895,0.7,212,2.7,0,0
2006,8,15,3,30,15.7,0,0,0,0,7.2,0,0,0,0,56.81,100.1,0.12,895,0.7,213,2.3,0,0
2006,8,15,4,30,14.5,0,0,0,0,8.1,0,0,0,0,65.43,110.83,0.12,896,0.7,215,1.8,0,0
2006,8,15,5,30,13.6,0,0,0,0,8.7,0,0,0,0,72.02,120.14,0.12,896,0.8,217,1.2,0,0
2006,8,15,6,30,13.1,0,0,0,0,8.9,0,0,0,0,75.71,127.24,0.12,896,0.8,221,0.9,0,0
2006,8,15,7,30,13,0,0,0,0,8.8,0,0,0,0,75.84,131.12,0.12,895,0.8,230,0.7,0,0
2006,8,15,8,30,12.9,0,0,0,0,8.6,0,0,1,0,74.88,130.98,0.12,895,0.8,245,0.7,0,0
2006,8,15,9,30,12.6,0,0,0,0,8.4,0,0,1,0,75.75,126.87,0.12,895,0.8,258,0.7,0,0
2006,8,15,10,30,12.2,0,0,0,0,8.6,0,0,0,0,78.58,119.6,0.12,895,0.8,266,0.7,0,0
2006,8,15,11,30,11.9,0,0,0,0,8.7,0,0,0,0,81.02,110.18,0.12,895,0.8,273,0.6,0,0
2006,8,15,12,30,11.9,0,0,0,0,8.9,0,0,0,0,82.03,99.38,0.12,895,0.8,275,0.5,0,0
2006,8,15,13,30,13.3,16,240,27,0,9.1,16,240,0,27,75.82,87.51,0.12,895,0.8,267,0.7,0,0
2006,8,15,14,30,16.2,51,664,216,0,9.4,51,664,0,216,63.98,75.57,0.12,895,0.8,250,1,10.5111,8.0695
2006,8,15,15,30,19.4,69,826,441,0,9.6,69,826,0,441,52.93,63.25,0.12,895,0.8,230,1.5,23.817,18.5635
2006,8,15,16,30,22.5,81,907,652,0,7.8,81,907,0,652,38.91,50.95,0.12,895,0.8,218,2.2,37.5322,29.4241
2006,8,15,17,30,24.7,90,951,828,0,6.1,90,951,0,828,30.34,39.08,0.12,895,0.8,216,2.8,49.3728,38.8065
2006,8,15,18,30,26.1,94,979,954,0,5.6,94,979,0,954,26.97,28.48,0.12,895,0.8,214,3.3,57.975,45.624
2006,8,15,19,30,26.9,98,988,1018,0,5.4,98,988,0,1018,25.3,21.4,0.12,894,0.8,213,3.7,62.3773,49.1132
2006,8,15,20,30,27.2,98,986,1015,0,5.6,98,986,0,1015,25.15,21.73,0.12,894,0.8,215,4,62.1735,48.9518
2006,8,15,21,30,26.9,94,972,942,0,5.7,94,972,0,942,25.89,29.21,0.12,893,0.9,217,4.2,57.1869,45.0008
2006,8,15,22,30,26.2,90,944,813,0,5.8,90,944,0,813,27.11,39.97,0.12,893,0.9,220,4.2,48.3795,38.0205
2006,8,15,23,30,25.7,81,896,634,0,5.9,81,896,0,634,28.08,51.9,0.12,893,0.9,222,4.1,36.3604,28.497
2006,8,16,0,30,23.6,67,815,422,0,6,67,815,0,422,32.15,64.22,0.12,893,0.9,227,3.4,22.6369,17.6309
2006,8,16,1,30,21,49,640,197,0,6.3,49,640,0,197,38.32,76.55,0.12,893,0.9,225,2.5,9.5128,7.2898
2006,8,16,2,30,18.1,12,176,17,0,7.2,12,176,0,17,48.89,88.43,0.12,894,0.9,218,1.7,0,0
2006,8,16,3,30,16.3,0,0,0,0,8.3,0,0,0,0,59.24,100.34,0.12,895,0.9,219,1.3,0,0
2006,8,16,4,30,15.1,0,0,0,0,8.9,0,0,0,0,66.5,111.09,0.12,895,0.9,222,0.9,0,0
2006,8,16,5,30,14.3,0,0,0,0,9.1,0,0,0,0,71.13,120.43,0.12,895,0.9,221,0.7,0,0
2006,8,16,6,30,13.7,0,0,0,0,9.2,0,0,0,0,74.12,127.55,0.12,895,0.9,221,0.7,0,0
2006,8,16,7,30,13.2,0,0,0,0,9.1,0,0,0,0,76.01,131.43,0.12,895,0.9,225,0.7,0,0
2006,8,16,8,30,12.8,0,0,0,0,8.9,0,0,1,0,77.11,131.28,0.12,895,0.9,230,0.7,0,0
2006,8,16,9,30,12.4,0,0,0,0,8.9,0,0,1,0,79.19,127.14,0.12,895,0.9,232,0.7,0,0
2006,8,16,10,30,12,0,0,0,0,9.1,0,0,0,0,82.3,119.83,0.12,895,0.9,230,0.7,0,0
2006,8,16,11,30,11.7,0,0,0,0,9.2,0,0,0,0,84.84,110.37,0.12,895,1,226,0.7,0,0
2006,8,16,12,30,11.6,0,0,0,0,9.4,0,0,0,0,86.2,99.54,0.12,895,1,222,0.7,0,0
2006,8,16,13,30,13,16,194,24,0,9.6,16,194,0,24,79.59,87.64,0.12,896,1,220,1.1,0,0
2006,8,16,14,30,15.9,55,626,210,0,9.9,55,626,0,210,67.43,75.69,0.12,896,0.9,226,1.5,10.2089,7.8358
2006,8,16,15,30,19.3,76,796,433,0,9.9,76,796,0,433,54.38,63.37,0.12,896,0.9,237,1.7,23.3657,18.2102
2006,8,16,16,30,22.3,89,883,644,0,8.9,89,883,0,644,42.46,51.08,0.12,896,0.9,236,2,37.0532,29.0474
2006,8,16,17,30,24.4,98,932,820,0,7.9,98,932,0,820,34.95,39.24,0.12,896,0.9,227,2.5,48.8781,38.4168
2006,8,16,18,30,26,101,964,946,0,7.4,101,964,0,946,30.55,28.69,0.12,896,0.9,221,3,57.4721,45.2273
2006,8,16,19,30,26.9,105,973,1009,0,7,105,973,0,1009,28.33,21.69,0.12,896,0.9,219,3.5,61.8084,48.6645
2006,8,16,20,30,27.3,107,970,1006,0,6.8,107,970,0,1006,27.19,22.04,0.12,895,0.9,219,3.9,61.6034,48.502
2006,8,16,21,30,27.2,96,970,940,0,6.6,96,970,0,940,26.95,29.48,0.12,895,0.9,220,4.1,57.0432,44.8867
2006,8,16,22,30,26.6,91,941,810,0,6.6,91,941,0,810,28.03,40.2,0.12,895,0.9,220,4.2,48.1749,37.8583
2006,8,16,23,30,26.2,84,886,628,0,6.7,84,886,0,628,28.89,52.11,0.12,894,1,220,4.1,35.9858,28.2015
2006,8,17,0,30,23.9,74,787,414,0,6.9,74,787,0,414,33.64,64.43,0.12,894,1,219,3.7,22.1743,17.2678
2006,8,17,1,30,21.3,53,602,191,0,7.4,53,602,0,191,40.77,76.76,0.12,895,1,215,3,9.2091,7.0543
2006,8,17,2,30,18.5,12,128,15,0,8.5,12,128,0,15,52.17,88.64,0.12,895,1,212,2.5,0,0
2006,8,17,3,30,16.7,0,0,0,0,9.6,0,0,0,0,63.07,100.58,0.12,896,1,212,2.2,0,0
2006,8,17,4,30,15.5,0,0,0,0,10.2,0,0,0,0,70.48,111.35,0.12,896,0.9,213,1.8,0,0
2006,8,17,5,30,14.5,0,0,0,0,10.4,0,0,0,0,76.48,120.72,0.12,896,0.9,211,1.5,0,0
2006,8,17,6,30,13.7,0,0,0,0,10.6,0,0,0,0,81.4,127.86,0.12,897,0.9,207,1.2,0,0
2006,8,17,7,30,13,0,0,0,0,10.6,0,0,0,0,85.25,131.75,0.12,896,0.8,204,1,0,0
2006,8,17,8,30,12.4,0,0,0,0,10.4,0,0,1,0,87.87,131.59,0.12,896,0.8,203,0.7,0,0
2006,8,17,9,30,12,0,0,0,3,10.3,0,0,1,0,89.12,127.41,0.12,896,0.8,204,0.6,0,0
2006,8,17,10,30,11.7,0,0,0,4,10,0,0,0,0,89.32,120.05,0.12,896,0.8,210,0.5,0,0
2006,8,17,11,30,11.5,0,0,0,3,9.6,0,0,0,0,87.9,110.56,0.12,896,0.8,219,0.4,0,0
2006,8,17,12,30,11.7,0,0,0,0,9.1,0,0,0,0,84.05,99.7,0.12,897,0.8,227,0.4,0,0
2006,8,17,13,30,13.1,15,196,23,0,8.7,15,196,0,23,74.63,87.78,0.12,897,0.8,233,0.6,0,0
2006,8,17,14,30,16.2,52,643,210,0,8.4,52,643,0,210,59.73,75.82,0.12,897,0.8,236,0.9,10.1981,7.8256
2006,8,17,15,30,19.8,75,802,433,0,7.5,75,802,0,433,44.8,63.5,0.12,897,0.8,229,1.2,23.3448,18.1922
2006,8,17,16,30,23,87,898,650,0,6.2,87,898,0,650,33.69,51.22,0.12,897,0.7,217,1.6,37.3781,29.3009
2006,8,17,17,30,25.4,94,949,827,0,4.8,94,949,0,827,26.46,39.4,0.12,897,0.7,206,2.1,49.2775,38.7297
2006,8,17,18,30,27.1,93,985,955,0,3.3,93,985,0,955,21.58,28.9,0.12,897,0.7,200,2.8,58.0017,45.6433
2006,8,17,19,30,28,96,996,1019,0,1.9,96,996,0,1019,18.53,21.99,0.12,897,0.7,199,3.4,62.4026,49.1314
2006,8,17,20,30,28.3,97,999,1021,0,1.3,97,999,0,1021,17.44,22.36,0.12,896,0.6,201,3.8,62.5018,49.2084
2006,8,17,21,30,28.1,93,989,952,0,1,93,989,0,952,17.27,29.76,0.12,896,0.6,203,4,57.7478,45.4399
2006,8,17,22,30,27.6,88,963,821,0,0.7,88,963,0,821,17.49,40.44,0.12,896,0.6,205,4.1,48.8012,38.349
2006,8,17,23,30,27.1,79,916,639,0,0.5,79,916,0,639,17.72,52.33,0.12,895,0.6,206,4,36.5834,28.6677
2006,8,18,0,30,24.9,66,835,424,0,0.4,66,835,0,424,20.05,64.64,0.12,895,0.6,207,3.5,22.6754,17.6551
2006,8,18,1,30,21.8,47,660,196,0,0.7,47,660,0,196,24.74,76.97,0.12,896,0.6,209,2.5,9.4365,7.2257
2006,8,18,2,30,18.4,11,170,14,0,2.5,11,170,0,14,34.57,88.85,0.12,896,0.6,214,1.7,0,0
2006,8,18,3,30,16.5,0,0,0,0,4.4,0,0,0,0,44.51,100.82,0.12,897,0.6,220,1.4,0,0
2006,8,18,4,30,15.7,0,0,0,0,5.4,0,0,0,0,50.23,111.62,0.12,897,0.7,224,1.1,0,0
2006,8,18,5,30,15.3,0,0,0,0,5.9,0,0,0,0,53.32,121.01,0.12,897,0.7,224,0.9,0,0
2006,8,18,6,30,15.1,0,0,0,0,6,0,0,0,0,54.6,128.18,0.12,897,0.7,220,0.8,0,0
2006,8,18,7,30,14.9,0,0,0,0,6,0,0,0,0,55.22,132.08,0.12,897,0.7,215,0.7,0,0
2006,8,18,8,30,14.5,0,0,0,0,5.9,0,0,1,0,56.19,131.9,0.12,897,0.8,213,0.6,0,0
2006,8,18,9,30,14.1,0,0,0,0,6,0,0,1,0,58.04,127.68,0.12,896,0.8,212,0.5,0,0
2006,8,18,10,30,13.8,0,0,0,0,6.2,0,0,0,0,60.07,120.28,0.12,896,0.8,209,0.4,0,0
2006,8,18,11,30,13.6,0,0,0,0,6.2,0,0,0,0,61.01,110.75,0.12,896,0.8,204,0.3,0,0
2006,8,18,12,30,13.8,0,0,0,0,6.2,0,0,0,0,59.99,99.86,0.12,897,0.9,153,0.2,0,0
2006,8,18,13,30,15.1,14,229,23,0,6.1,14,229,0,23,54.94,87.91,0.12,897,0.9,118,0.2,0,0
2006,8,18,14,30,17.8,48,668,210,0,6.1,48,668,0,210,46.28,75.95,0.12,897,0.9,154,0.4,10.1874,7.8155
2006,8,18,15,30,21.3,68,816,431,0,6,68,816,0,431,36.87,63.62,0.12,898,1,175,1.1,23.2177,18.0915
2006,8,18,16,30,24.5,81,898,642,0,4.6,81,898,0,642,27.71,51.35,0.12,898,1,176,1.9,36.8994,28.9244
2006,8,18,17,30,26.6,89,945,817,0,4.8,89,945,0,817,24.66,39.56,0.12,897,1,178,2.4,48.6638,38.2464
2006,8,18,18,30,28.1,91,975,942,0,4.7,91,975,0,942,22.42,29.12,0.12,897,1,183,2.9,57.1943,45.007
2006,8,18,19,30,28.9,94,982,1002,0,4.8,94,982,0,1002,21.65,22.28,0.12,897,1.1,189,3.2,61.3437,48.2969
2006,8,18,20,30,29.3,95,980,998,0,5,95,980,0,998,21.48,22.69,0.12,896,1.1,195,3.5,61.0732,48.0827
2006,8,18,21,30,29.2,90,970,930,0,5.1,90,970,0,930,21.7,30.04,0.12,896,1.1,201,3.7,56.3898,44.3702
